"nomscientifiqueref" "nomvernaculaire" "cdnom" "espece" "genre" "famille" "especeevalueelr" "especereglementee" "dateobservation" "codeinseecommune" "annee"
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-04-08" 10053 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "true" "false" "2012-12-17" 68029 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-12-16" 68029 2012
"Columba palumbus" "Pigeon ramier" 3424 "Columba palumbus" "Columba" "Columbidae" "false" "true" "2012-08-25" 51277 2012
"Delichon urbicum" "Hirondelle de fenêtre" 459478 "Delichon urbicum" "Delichon" "Hirundinidae" "false" "false" "2012-09-20" 68029 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-04-25" 68029 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-05-30" 55427 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-04-13" 88120 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-12-11" 8394 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-11-22" 51234 2012
"Poecile palustris" "Mésange nonnette" 534753 "Poecile palustris" "Poecile" "Paridae" "true" "false" "2012-11-14" 88073 2012
"Hirundo rustica" "Hirondelle rustique, Hirondelle de cheminée" 3696 "Hirundo rustica" "Hirundo" "Hirundinidae" "false" "true" "2012-05-01" 55166 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "true" "false" "2012-04-20" 67544 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-08-01" 57630 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "true" "false" "2012-05-14" 54159 2012
"Phylloscopus collybita" "Pouillot véloce" 4280 "Phylloscopus collybita" "Phylloscopus" "Phylloscopidae" "false" "false" "2012-08-05" 51277 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-12-01" 67544 2012
"Serinus serinus" "Serin cini" 4571 "Serinus serinus" "Serinus" "Fringillidae" "false" "false" "2012-09-27" 88073 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-12-22" 54513 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-09-26" 67280 2012
"Motacilla alba" "Bergeronnette grise" 3941 "Motacilla alba" "Motacilla" "Motacillidae" "true" "false" "2012-04-14" 67544 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "true" "false" "2012-12-07" 68029 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-04-26" 67506 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-03-28" 67324 2012
"Hirundo rustica" "Hirondelle rustique, Hirondelle de cheminée" 3696 "Hirundo rustica" "Hirundo" "Hirundinidae" "false" "false" "2012-04-02" 8151 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-07-02" 67482 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "false" "false" "2012-09-10" 67502 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "false" "false" "2012-09-23" 57205 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-03-26" 54257 2012
"Poecile palustris" "Mésange nonnette" 534753 "Poecile palustris" "Poecile" "Paridae" "false" "false" "2012-11-22" 57205 2012
"Certhia brachydactyla" "Grimpereau des jardins" 3791 "Certhia brachydactyla" "Certhia" "Certhiidae" "true" "false" "2012-12-17" 10238 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "true" "false" "2012-08-17" 8059 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "true" "false" "2012-06-27" 51108 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "false" "false" "2012-05-04" 51662 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-12-31" 57096 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-12-24" 88423 2012
"Emberiza cirlus" "Bruant zizi" 4659 "Emberiza cirlus" "Emberiza" "Emberizidae" "true" "false" "2012-04-19" 10053 2012
"Apus apus" "Martinet noir" 3551 "Apus apus" "Apus" "Apodidae" "true" "false" "2012-05-20" 57566 2012
"Serinus serinus" "Serin cini" 4571 "Serinus serinus" "Serinus" "Fringillidae" "false" "false" "2012-07-23" 52432 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "true" "false" "2012-03-29" 57205 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-10-20" 68256 2012
"Poecile palustris" "Mésange nonnette" 534753 "Poecile palustris" "Poecile" "Paridae" "true" "false" "2012-11-16" 88073 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-12-20" 51237 2012
"Motacilla alba" "Bergeronnette grise" 3941 "Motacilla alba" "Motacilla" "Motacillidae" "false" "false" "2012-10-26" 54073 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-12-02" 57311 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-09-03" 88073 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "false" "false" "2012-12-26" 10402 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-03-25" 57566 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "false" "false" "2012-12-07" 8403 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-12-03" 68029 2012
"Coccothraustes coccothraustes" "Grosbec casse-noyaux" 4625 "Coccothraustes coccothraustes" "Coccothraustes" "Fringillidae" "false" "false" "2012-12-14" 55514 2012
"Linaria cannabina" "Linotte mélodieuse" 889047 "Linaria cannabina" "Linaria" "Fringillidae" "false" "false" "2012-10-13" 57096 2012
"Hirundo rustica" "Hirondelle rustique, Hirondelle de cheminée" 3696 "Hirundo rustica" "Hirundo" "Hirundinidae" "false" "false" "2012-05-02" 52275 2012
"Dendrocopos minor" "Pic épeichette" 3630 "Dendrocopos minor" "Dendrocopos" "Picidae" "false" "false" "2012-04-24" 51619 2012
"Columba palumbus" "Pigeon ramier" 3424 "Columba palumbus" "Columba" "Columbidae" "false" "true" "2012-04-01" 10224 2012
"Corvus monedula" "Choucas des tours" 4496 "Corvus monedula" "Corvus" "Corvidae" "true" "false" "2012-12-13" 55166 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "true" "false" "2012-04-18" 52265 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "true" "false" "2012-12-06" 8394 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-09-11" 51312 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-05-14" 68066 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-10-08" 8403 2012
"Hirundo rustica" "Hirondelle rustique, Hirondelle de cheminée" 3696 "Hirundo rustica" "Hirundo" "Hirundinidae" "false" "false" "2012-06-05" 55166 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-10-06" 55166 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-07-19" 55166 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-09-01" 67331 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-09-30" 67037 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-10-21" 67331 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "false" "false" "2012-06-10" 8449 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-09-08" 68029 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-12-29" 57630 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-04-05" 52265 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "true" "false" "2012-09-06" 57205 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-05-01" 51531 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-05-12" 68042 2012
"Coccothraustes coccothraustes" "Grosbec casse-noyaux" 4625 "Coccothraustes coccothraustes" "Coccothraustes" "Fringillidae" "false" "false" "2012-12-26" 68226 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-08-28" 88073 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-05-07" 68256 2012
"Fringilla montifringilla" "Pinson du nord, Pinson des Ardennes" 4568 "Fringilla montifringilla" "Fringilla" "Fringillidae" "false" "false" "2012-11-13" 68029 2012
"Certhia brachydactyla" "Grimpereau des jardins" 3791 "Certhia brachydactyla" "Certhia" "Certhiidae" "false" "false" "2012-05-30" 54578 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "true" "false" "2012-06-09" 8472 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-05-04" 8298 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-12-05" 51027 2012
"Sturnus vulgaris" "Étourneau sansonnet" 4516 "Sturnus vulgaris" "Sturnus" "Sturnidae" "false" "true" "2012-06-15" 68029 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-05-27" 68029 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-11-03" 54159 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-03-25" 57205 2012
"Certhia brachydactyla" "Grimpereau des jardins" 3791 "Certhia brachydactyla" "Certhia" "Certhiidae" "false" "false" "2012-12-15" 10224 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-10-28" 68029 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-10-15" 54076 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-04-11" 51662 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-09-13" 68256 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "false" "false" "2012-11-09" 68297 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-12-13" 51237 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-11-13" 55532 2012
"Troglodytes troglodytes" "Troglodyte mignon" 3967 "Troglodytes troglodytes" "Troglodytes" "Troglodytidae" "false" "false" "2012-03-30" 10224 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-04-04" 57205 2012
"Linaria cannabina" "Linotte mélodieuse" 889047 "Linaria cannabina" "Linaria" "Fringillidae" "false" "false" "2012-08-17" 57096 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-06-20" 55166 2012
"Dendrocopos major" "Pic épeiche" 3611 "Dendrocopos major" "Dendrocopos" "Picidae" "true" "false" "2012-12-01" 55166 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-10-24" 10224 2012
"Linaria cannabina" "Linotte mélodieuse" 889047 "Linaria cannabina" "Linaria" "Fringillidae" "false" "false" "2012-03-25" 68193 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-07-31" 68029 2012
"Cyanistes caeruleus" "Mésange bleue" 534742 "Cyanistes caeruleus" "Cyanistes" "Paridae" "true" "false" "2012-05-27" 8491 2012
"Delichon urbicum" "Hirondelle de fenêtre" 459478 "Delichon urbicum" "Delichon" "Hirundinidae" "false" "false" "2012-07-15" 51662 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-11-29" 57205 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "false" "false" "2012-12-14" 88120 2012
"Serinus serinus" "Serin cini" 4571 "Serinus serinus" "Serinus" "Fringillidae" "true" "false" "2012-09-19" 88073 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-04-04" 10224 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-03-22" 57205 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-05-25" 55166 2012
"Motacilla alba" "Bergeronnette grise" 3941 "Motacilla alba" "Motacilla" "Motacillidae" "true" "false" "2012-06-12" 10402 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-04-23" 54159 2012
"Corvus monedula" "Choucas des tours" 4496 "Corvus monedula" "Corvus" "Corvidae" "false" "true" "2012-05-24" 55166 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-06-19" 68029 2012
"Poecile palustris" "Mésange nonnette" 534753 "Poecile palustris" "Poecile" "Paridae" "false" "false" "2012-11-29" 88120 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-08-21" 68029 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-05-29" 51662 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-12-26" 88073 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-07-09" 55166 2012
"Sylvia atricapilla" "Fauvette à tête noire" 4257 "Sylvia atricapilla" "Sylvia" "Sylviidae" "false" "false" "2012-08-01" 8105 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "false" "false" "2012-12-29" 55532 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "false" "true" "2012-11-04" 68301 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "true" "false" "2012-12-22" 67501 2012
"Troglodytes troglodytes" "Troglodyte mignon" 3967 "Troglodytes troglodytes" "Troglodytes" "Troglodytidae" "false" "false" "2012-12-24" 57630 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "true" "false" "2012-12-07" 57205 2012
"Erithacus rubecula" "Rougegorge familier" 4001 "Erithacus rubecula" "Erithacus" "Muscicapidae" "true" "false" "2012-12-13" 68256 2012
"Motacilla alba" "Bergeronnette grise" 3941 "Motacilla alba" "Motacilla" "Motacillidae" "false" "false" "2012-04-07" 67544 2012
"Phoenicurus ochruros" "Rougequeue noir" 4035 "Phoenicurus ochruros" "Phoenicurus" "Muscicapidae" "false" "false" "2012-04-04" 67037 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-08-31" 68029 2012
"Corvus corone" "Corneille noire" 4503 "Corvus corone" "Corvus" "Corvidae" "true" "false" "2012-05-10" 55166 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "true" "false" "2012-11-08" 68256 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-11-28" 68256 2012
"Pyrrhula pyrrhula" "Bouvreuil pivoine" 4619 "Pyrrhula pyrrhula" "Pyrrhula" "Fringillidae" "true" "false" "2012-12-12" 54578 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-04-08" 68066 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "false" "false" "2012-12-11" 88081 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "false" "true" "2012-10-21" 52121 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-05-02" 8162 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-06-22" 52432 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "false" "false" "2012-12-15" 51237 2012
"Fringilla coelebs" "Pinson des arbres" 4564 "Fringilla coelebs" "Fringilla" "Fringillidae" "false" "false" "2012-05-08" 52265 2012
"Turdus merula" "Merle noir" 4117 "Turdus merula" "Turdus" "Turdidae" "true" "false" "2012-05-07" 51108 2012
"Carduelis carduelis" "Chardonneret élégant" 4583 "Carduelis carduelis" "Carduelis" "Fringillidae" "false" "false" "2012-10-21" 57096 2012
"Sitta europaea" "Sittelle torchepot" 3774 "Sitta europaea" "Sitta" "Sittidae" "false" "false" "2012-09-03" 55166 2012
"Passer domesticus" "Moineau domestique" 4525 "Passer domesticus" "Passer" "Passeridae" "false" "false" "2012-08-14" 10224 2012
"Streptopelia decaocto" "Tourterelle turque" 3429 "Streptopelia decaocto" "Streptopelia" "Columbidae" "true" "false" "2012-06-03" 55166 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-07-21" 52275 2012
"Pica pica" "Pie bavarde" 4474 "Pica pica" "Pica" "Corvidae" "true" "false" "2012-04-21" 54076 2012
"Parus major" "Mésange charbonnière" 3764 "Parus major" "Parus" "Paridae" "false" "false" "2012-08-06" 88081 2012
"Prunella modularis" "Accenteur mouchet" 3978 "Prunella modularis" "Prunella" "Prunellidae" "true" "false" "2012-04-03" 57205 2012
"Chloris chloris" "Verdier d'Europe" 4582 "Chloris chloris" "Chloris" "Fringillidae" "true" "false" "2012-09-08" 52265 2012
